Timestamp,Milliseconds,Illuminance
2020-06-22 12:01:41,1,2408.1018
2020-06-22 12:01:41,101,2410.5078
2020-06-22 12:01:41,201,2410.5078
2020-06-22 12:01:41,302,2443.0178
2020-06-22 12:01:41,401,2443.0178
2020-06-22 12:01:41,501,2464.1138
2020-06-22 12:01:41,601,2464.1138
2020-06-22 12:01:41,701,2457.1748
2020-06-22 12:01:41,801,2457.1748
2020-06-22 12:01:41,901,2428.2449
2020-06-22 12:01:42,1001,2428.2449
2020-06-22 12:01:42,1102,2630.838
2020-06-22 12:01:42,1201,2630.838
2020-06-22 12:01:42,1301,2924.334
2020-06-22 12:01:42,1401,2924.334
2020-06-22 12:01:42,1501,2923.3337
2020-06-22 12:01:42,1601,2923.3337
2020-06-22 12:01:42,1703,2980.7988
2020-06-22 12:01:42,1801,2980.7988
2020-06-22 12:01:42,1901,3073.064
2020-06-22 12:01:43,2003,3073.064
2020-06-22 12:01:43,2101,3086.6628
2020-06-22 12:01:43,2201,3086.6628
2020-06-22 12:01:43,2301,3072.285
2020-06-22 12:01:43,2401,3072.285
2020-06-22 12:01:43,2502,3068.984
2020-06-22 12:01:43,2601,3068.984
2020-06-22 12:01:43,2702,3059.36
2020-06-22 12:01:43,2801,3059.36
2020-06-22 12:01:43,2902,3043.413
2020-06-22 12:01:44,3001,3043.413
2020-06-22 12:01:44,3101,3127.739
2020-06-22 12:01:44,3201,3127.739
2020-06-22 12:01:44,3301,3243.343
2020-06-22 12:01:44,3402,3243.343
2020-06-22 12:01:44,3501,3345.6848
2020-06-22 12:01:44,3601,3345.6848
2020-06-22 12:01:44,3701,3650.305
2020-06-22 12:01:44,3802,3650.305
2020-06-22 12:01:44,3901,4199.279
2020-06-22 12:01:45,4001,4199.279
2020-06-22 12:01:45,4102,4965.467
2020-06-22 12:01:45,4201,4965.467
2020-06-22 12:01:45,4302,5374.6606
2020-06-22 12:01:45,4401,5374.6606
2020-06-22 12:01:45,4501,5908.572
2020-06-22 12:01:45,4601,5908.572
2020-06-22 12:01:45,4702,6018.179
2020-06-22 12:01:45,4801,6018.179
2020-06-22 12:01:45,4901,5540.827
2020-06-22 12:01:46,5002,5540.827
2020-06-22 12:01:46,5101,5540.827
2020-06-22 12:01:46,5201,4952.241
2020-06-22 12:01:46,5301,4541.815
2020-06-22 12:01:46,5401,4541.815
2020-06-22 12:01:46,5502,4280.0605
2020-06-22 12:01:46,5601,4280.0605
2020-06-22 12:01:46,5701,4332.772
2020-06-22 12:01:46,5802,4332.772
2020-06-22 12:01:46,5901,4332.772
2020-06-22 12:01:47,6001,4990.237
2020-06-22 12:01:47,6101,5846.052
2020-06-22 12:01:47,6202,5846.052
2020-06-22 12:01:47,6301,5846.052
2020-06-22 12:01:47,6401,6500.2627
2020-06-22 12:01:47,6501,6500.2627
2020-06-22 12:01:47,6602,6695.8696
2020-06-22 12:01:47,6702,6695.8696
2020-06-22 12:01:47,6801,6370.4575
2020-06-22 12:01:47,6902,6370.4575
2020-06-22 12:01:48,7001,6982.278
2020-06-22 12:01:48,7101,6982.278
2020-06-22 12:01:48,7201,7153.2446
2020-06-22 12:01:48,7301,7153.2446
2020-06-22 12:01:48,7401,6972.842
2020-06-22 12:01:48,7501,6972.842
2020-06-22 12:01:48,7602,6743.9126
2020-06-22 12:01:48,7701,6743.9126
2020-06-22 12:01:48,7802,5999.3564
2020-06-22 12:01:48,7902,5999.3564
2020-06-22 12:01:49,8001,6422.2656
2020-06-22 12:01:49,8102,6422.2656
2020-06-22 12:01:49,8202,6882.972
2020-06-22 12:01:49,8301,6882.972
2020-06-22 12:01:49,8401,7959.972
2020-06-22 12:01:49,8502,7959.972
2020-06-22 12:01:49,8601,8665.126
2020-06-22 12:01:49,8701,8665.126
2020-06-22 12:01:49,8801,8730.763
2020-06-22 12:01:49,8902,8730.763
2020-06-22 12:01:50,9002,10522.149
2020-06-22 12:01:50,9101,10522.149
2020-06-22 12:01:50,9202,10325.825
2020-06-22 12:01:50,9301,10325.825
2020-06-22 12:01:50,9401,9948.018
2020-06-22 12:01:50,9502,9948.018
2020-06-22 12:01:50,9602,8495.817
2020-06-22 12:01:50,9702,8495.817
2020-06-22 12:01:50,9802,8901.918
2020-06-22 12:01:50,9901,8901.918
2020-06-22 12:01:51,10002,10690.246
2020-06-22 12:01:51,10101,10690.246
2020-06-22 12:01:51,10202,10028.447
2020-06-22 12:01:51,10301,10028.447
2020-06-22 12:01:51,10401,7780.8657
2020-06-22 12:01:51,10501,7780.8657
2020-06-22 12:01:51,10602,7882.064
2020-06-22 12:01:51,10701,7882.064
2020-06-22 12:01:51,10801,9798.519
2020-06-22 12:01:51,10902,9798.519
2020-06-22 12:01:52,11001,9470.711
2020-06-22 12:01:52,11101,9470.711
2020-06-22 12:01:52,11201,8744.18
2020-06-22 12:01:52,11301,8744.18
2020-06-22 12:01:52,11402,7808.2383
2020-06-22 12:01:52,11501,7808.2383
2020-06-22 12:01:52,11602,7394.975
2020-06-22 12:01:52,11701,7394.975
2020-06-22 12:01:52,11801,7093.319
2020-06-22 12:01:52,11901,7093.319
2020-06-22 12:01:53,12001,7090.6914
2020-06-22 12:01:53,12102,7090.6914
2020-06-22 12:01:53,12201,7145.773
2020-06-22 12:01:53,12301,7145.773
2020-06-22 12:01:53,12402,8041.5586
2020-06-22 12:01:53,12502,8041.5586
2020-06-22 12:01:53,12601,7941.7383
2020-06-22 12:01:53,12701,7941.7383
2020-06-22 12:01:53,12802,8105.3467
2020-06-22 12:01:53,12901,8105.3467
2020-06-22 12:01:54,13002,8333.068
2020-06-22 12:01:54,13101,8333.068
2020-06-22 12:01:54,13202,7696.631
2020-06-22 12:01:54,13301,7696.631
2020-06-22 12:01:54,13401,7195.892
2020-06-22 12:01:54,13502,7195.892
2020-06-22 12:01:54,13601,6845.628
2020-06-22 12:01:54,13701,6845.628
2020-06-22 12:01:54,13802,7086.6914
2020-06-22 12:01:54,13901,7086.6914
2020-06-22 12:01:55,14001,6237.446
2020-06-22 12:01:55,14102,6237.446
2020-06-22 12:01:55,14201,7157.98
2020-06-22 12:01:55,14301,7157.98
2020-06-22 12:01:55,14401,6731.5815
2020-06-22 12:01:55,14502,6731.5815
2020-06-22 12:01:55,14601,6509.404
2020-06-22 12:01:55,14701,6509.404
2020-06-22 12:01:55,14802,6746.0864
2020-06-22 12:01:55,14901,6746.0864
2020-06-22 12:01:56,15001,6946.401
2020-06-22 12:01:56,15101,6946.401
2020-06-22 12:01:56,15202,6778.26
2020-06-22 12:01:56,15301,6778.26
2020-06-22 12:01:56,15402,6080.6714
2020-06-22 12:01:56,15501,6080.6714
2020-06-22 12:01:56,15601,5459.134
2020-06-22 12:01:56,15702,5459.134
2020-06-22 12:01:56,15801,5732.9175
2020-06-22 12:01:56,15901,5732.9175
2020-06-22 12:01:57,16001,6063.33
2020-06-22 12:01:57,16102,6063.33
2020-06-22 12:01:57,16201,6254.1353
2020-06-22 12:01:57,16301,6254.1353
2020-06-22 12:01:57,16402,6340.5303
2020-06-22 12:01:57,16501,6340.5303
2020-06-22 12:01:57,16601,6333.0913
2020-06-22 12:01:57,16701,6333.0913
2020-06-22 12:01:57,16802,6566.59
2020-06-22 12:01:57,16901,6566.59
2020-06-22 12:01:58,17002,6545.4937
2020-06-22 12:01:58,17101,6545.4937
2020-06-22 12:01:58,17201,6470.9077
2020-06-22 12:01:58,17301,6470.9077
2020-06-22 12:01:58,17401,6635.0845
2020-06-22 12:01:58,17501,6635.0845
2020-06-22 12:01:58,17601,6865.9556
2020-06-22 12:01:58,17701,6865.9556
2020-06-22 12:01:58,17801,6921.0723
2020-06-22 12:01:58,17902,6921.0723
2020-06-22 12:01:59,18001,6922.8623
2020-06-22 12:01:59,18101,6922.8623
2020-06-22 12:01:59,18201,6906.463
2020-06-22 12:01:59,18301,6906.463
2020-06-22 12:01:59,18402,7021.3345
2020-06-22 12:01:59,18501,7021.3345
2020-06-22 12:01:59,18601,7016.244
2020-06-22 12:01:59,18701,7016.244
2020-06-22 12:01:59,18802,7112.937
2020-06-22 12:01:59,18901,7112.937
2020-06-22 12:02:00,19001,7171.913
2020-06-22 12:02:00,19101,7171.913
2020-06-22 12:02:00,19202,7151.828
2020-06-22 12:02:00,19301,7151.828
2020-06-22 12:02:00,19401,7152.5483
2020-06-22 12:02:00,19503,7152.5483
2020-06-22 12:02:00,19602,7337.59
2020-06-22 12:02:00,19701,7337.59
2020-06-22 12:02:00,19802,7313.2505
2020-06-22 12:02:00,19901,7313.2505
2020-06-22 12:02:01,20002,7271.338
2020-06-22 12:02:01,20102,7271.338
2020-06-22 12:02:01,20201,8272.824
2020-06-22 12:02:01,20302,8272.824
2020-06-22 12:02:01,20401,9383.071
2020-06-22 12:02:01,20502,9383.071
2020-06-22 12:02:01,20602,9259.669
2020-06-22 12:02:01,20701,9259.669
2020-06-22 12:02:01,20802,9220.463
2020-06-22 12:02:01,20902,9220.463
2020-06-22 12:02:02,21002,7755.6396
2020-06-22 12:02:02,21102,7755.6396
2020-06-22 12:02:02,21202,6642.8247
2020-06-22 12:02:02,21302,6642.8247
2020-06-22 12:02:02,21402,6189.707
2020-06-22 12:02:02,21503,6189.707
2020-06-22 12:02:02,21601,6273.08
2020-06-22 12:02:02,21702,6273.08
2020-06-22 12:02:02,21801,6274.0327
2020-06-22 12:02:02,21901,6274.0327
2020-06-22 12:02:03,22001,6451.914
2020-06-22 12:02:03,22102,6451.914
2020-06-22 12:02:03,22201,6995.1807
2020-06-22 12:02:03,22302,6995.1807
2020-06-22 12:02:03,22402,8013.046
2020-06-22 12:02:03,22501,8013.046
2020-06-22 12:02:03,22601,10445.277
2020-06-22 12:02:03,22702,10445.277
2020-06-22 12:02:03,22801,10110.6
2020-06-22 12:02:03,22902,10110.6
2020-06-22 12:02:04,23002,9225.612
2020-06-22 12:02:04,23102,9225.612
2020-06-22 12:02:04,23201,8062.3423
2020-06-22 12:02:04,23301,8062.3423
2020-06-22 12:02:04,23402,8616.966
2020-06-22 12:02:04,23502,8616.966
2020-06-22 12:02:04,23601,7864.507
2020-06-22 12:02:04,23701,7864.507
2020-06-22 12:02:04,23802,7394.3726
2020-06-22 12:02:04,23901,7394.3726
2020-06-22 12:02:05,24001,7353.957
2020-06-22 12:02:05,24101,7353.957
2020-06-22 12:02:05,24202,7132.9526
2020-06-22 12:02:05,24301,7132.9526
2020-06-22 12:02:05,24401,6773.959
2020-06-22 12:02:05,24501,6773.959
2020-06-22 12:02:05,24603,5704.068
2020-06-22 12:02:05,24701,5704.068
2020-06-22 12:02:05,24802,4885.1436
2020-06-22 12:02:05,24901,4885.1436
2020-06-22 12:02:06,25001,4066.7888
2020-06-22 12:02:06,25101,4066.7888
2020-06-22 12:02:06,25202,2908.492
2020-06-22 12:02:06,25301,2908.492
2020-06-22 12:02:06,25401,2845.541
2020-06-22 12:02:06,25501,2845.541
2020-06-22 12:02:06,25602,2726.973
2020-06-22 12:02:06,25701,2726.973
2020-06-22 12:02:06,25801,2857.56
2020-06-22 12:02:06,25902,2857.56
2020-06-22 12:02:07,26001,3743.062
2020-06-22 12:02:07,26101,3743.062
2020-06-22 12:02:07,26202,4851.3438
2020-06-22 12:02:07,26302,4851.3438
2020-06-22 12:02:07,26401,6204.3276
2020-06-22 12:02:07,26501,6204.3276
2020-06-22 12:02:07,26601,6621.961
2020-06-22 12:02:07,26701,6621.961
2020-06-22 12:02:07,26801,6742.703
2020-06-22 12:02:07,26901,6742.703
2020-06-22 12:02:08,27001,6930.4287
2020-06-22 12:02:08,27102,6930.4287
2020-06-22 12:02:08,27201,7492.5483
2020-06-22 12:02:08,27303,7492.5483
2020-06-22 12:02:08,27401,7791.915
2020-06-22 12:02:08,27502,7791.915
2020-06-22 12:02:08,27601,8005.0483
2020-06-22 12:02:08,27701,8005.0483
2020-06-22 12:02:08,27801,7750.6763
2020-06-22 12:02:08,27903,7750.6763
2020-06-22 12:02:09,28002,6728.3135
2020-06-22 12:02:09,28101,6728.3135
2020-06-22 12:02:09,28201,6745.6562
2020-06-22 12:02:09,28301,6745.6562
2020-06-22 12:02:09,28401,6754.2104
2020-06-22 12:02:09,28502,6754.2104
2020-06-22 12:02:09,28601,6808.886
2020-06-22 12:02:09,28701,6808.886
2020-06-22 12:02:09,28801,7254.0176
2020-06-22 12:02:09,28902,7254.0176
2020-06-22 12:02:10,29001,7584.546
2020-06-22 12:02:10,29102,7584.546
2020-06-22 12:02:10,29201,7466.8726
2020-06-22 12:02:10,29301,7466.8726
2020-06-22 12:02:10,29401,7298.837
2020-06-22 12:02:10,29502,7298.837
2020-06-22 12:02:10,29601,7021.462
2020-06-22 12:02:10,29701,7021.462
2020-06-22 12:02:10,29801,6896.8965
2020-06-22 12:02:10,29902,6896.8965
2020-06-22 12:02:11,30001,6966.892
2020-06-22 12:02:11,30101,6966.892
2020-06-22 12:02:11,30201,7141.4136
2020-06-22 12:02:11,30302,7141.4136
2020-06-22 12:02:11,30401,7214.325
2020-06-22 12:02:11,30501,7214.325
2020-06-22 12:02:11,30601,7316.4473
2020-06-22 12:02:11,30701,7316.4473
2020-06-22 12:02:11,30802,7457.7847
2020-06-22 12:02:11,30901,7457.7847
2020-06-22 12:02:12,31001,7918.7944
2020-06-22 12:02:12,31102,7918.7944
2020-06-22 12:02:12,31201,8448.125
2020-06-22 12:02:12,31301,8448.125
2020-06-22 12:02:12,31401,8748.434
2020-06-22 12:02:12,31502,8748.434
2020-06-22 12:02:12,31601,8997.9375
2020-06-22 12:02:12,31701,8997.9375
2020-06-22 12:02:12,31801,8856.029
2020-06-22 12:02:12,31902,8856.029
2020-06-22 12:02:13,32001,8792.857
2020-06-22 12:02:13,32101,8792.857
2020-06-22 12:02:13,32201,8772.946
2020-06-22 12:02:13,32302,8772.946
2020-06-22 12:02:13,32401,8349.665
2020-06-22 12:02:13,32501,8349.665
2020-06-22 12:02:13,32601,8026.529
2020-06-22 12:02:13,32702,8026.529
2020-06-22 12:02:13,32801,7897.0
2020-06-22 12:02:14,33230,7897.0
2020-06-22 12:02:14,33230,7897.0
2020-06-22 12:02:14,33230,7897.0
2020-06-22 12:02:14,33230,7897.0
2020-06-22 12:02:14,33301,7897.0
2020-06-22 12:02:14,33401,6608.3037
2020-06-22 12:02:14,33501,6608.3037
2020-06-22 12:02:14,33602,6470.0923
2020-06-22 12:02:14,33701,6470.0923
2020-06-22 12:02:14,33801,6303.0684
2020-06-22 12:02:14,33901,6303.0684
2020-06-22 12:02:15,34002,6219.636
2020-06-22 12:02:15,34101,6219.636
2020-06-22 12:02:15,34202,6357.337
2020-06-22 12:02:15,34301,6357.337
2020-06-22 12:02:15,34401,6299.0923
2020-06-22 12:02:15,34502,6299.0923
2020-06-22 12:02:15,34601,6303.521
2020-06-22 12:02:15,34701,6303.521
2020-06-22 12:02:15,34802,6629.1313
2020-06-22 12:02:15,34901,6629.1313
2020-06-22 12:02:16,35001,6744.1196
2020-06-22 12:02:16,35101,6744.1196
2020-06-22 12:02:16,35202,6148.5835
2020-06-22 12:02:16,35301,6148.5835
2020-06-22 12:02:16,35402,6158.1963
2020-06-22 12:02:16,35501,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39667,6158.1963
2020-06-22 12:02:20,39702,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107616,6158.1963
2020-06-22 12:03:28,107617,6158.1963
2020-06-22 12:03:28,107617,6158.1963
2020-06-22 12:03:28,107617,6158.1963
